id_cie	cod	descrip
12673	X956	Agresion con disparo de otras armas de fuego, y las no especificadas: area industrial y de la construccion
12674	X957	Agresion con disparo de otras armas de fuego, y las no especificadas: granja
12675	X958	Agresion con disparo de otras armas de fuego, y las no especificadas: otro lugar especificado
12676	X959	Agresion con disparo de otras armas de fuego, y las no especificadas: lugar no especificado
12677	X96	Agresion con material explosivo
12678	X960	Agresion con material explosivo: vivienda
12679	X961	Agresion con material explosivo: institucion residencial
12680	X962	Agresion con material explosivo: escuelas, otras instituciones y areas administrativas publicas
12681	X963	Agresion con material explosivo: areas de deporte y atletismo
12682	X964	Agresion con material explosivo: calles y carreteras
12683	X965	Agresion con material explosivo: comercio y areas de servicio
12684	X966	Agresion con material explosivo: area industrial y de la construccion
12685	X967	Agresion con material explosivo: granja
12686	X968	Agresion con material explosivo: otro lugar especificado
12687	X969	Agresion con material explosivo: lugar no especificado
12688	X97	Agresion con humo, fuego y llamas
12689	X970	Agresion con humo, fuego y llamas: vivienda
12690	X971	Agresion con humo, fuego y llamas: institucion residencial
12691	X972	Agresion con humo, fuego y llamas: escuelas, otras instituciones y areas administrativas publicas
12692	X973	Agresion con humo, fuego y llamas: areas de deporte y atletismo
12693	X974	Agresion con humo, fuego y llamas: calles y carreteras
12694	X975	Agresion con humo, fuego y llamas: comercio y areas de servicio
12695	X976	Agresion con humo, fuego y llamas: area industrial y de la construccion
12696	X977	Agresion con humo, fuego y llamas: granja
12697	X978	Agresion con humo, fuego y llamas: otro lugar especificado
12698	X979	Agresion con humo, fuego y llamas: lugar no especificado
12699	X98	Agresion con vapor y objetos calientes
12700	X980	Agresion con vapor de agua, vapores y objetos calientes: vivienda
12701	X981	Agresion con vapor de agua, vapores y objetos calientes: institucion residencial
12702	X982	Agresion con vapor de agua, vapores y objetos calientes: escuelas, otras instituciones y areas administrativas publicas
12703	X983	Agresion con vapor de agua, vapores y objetos calientes: areas de deporte y atletismo
12704	X984	Agresion con vapor de agua, vapores y objetos calientes: calles y carreteras
12705	X985	Agresion con vapor de agua, vapores y objetos calientes: comercio y areas de servicio
12706	X986	Agresion con vapor de agua, vapores y objetos calientes: area industrial y de la construccion
12707	X987	Agresion con vapor de agua, vapores y objetos calientes: granja
12708	X988	Agresion con vapor de agua, vapores y objetos calientes: otro lugar especificado
12709	X989	Agresion con vapor de agua, vapores y objetos calientes: lugar no especificado
12710	X99	Agresion con objeto cortante
12711	X990	Agresion con objeto cortante: vivienda
12712	X991	Agresion con objeto cortante: institucion residencial
12713	X992	Agresion con objeto cortante: escuelas, otras instituciones y areas administrativas publicas
12714	X993	Agresion con objeto cortante: areas de deporte y atletismo
12715	X994	Agresion con objeto cortante: calles y carreteras
12716	X995	Agresion con objeto cortante: comercio y areas de servicio
12717	X996	Agresion con objeto cortante: area industrial y de la construccion
12718	X997	Agresion con objeto cortante: granja
12719	X998	Agresion con objeto cortante: otro lugar especificado
12720	X999	Agresion con objeto cortante: lugar no especificado
12721	XI	Enfermedades del aparato digestivo
12722	XII	Enfermedades de la piel y el tejido subcutaneo
12723	XIII	Enfermedades del sistema osteomuscular y del tejido conectivo
12724	XIV	Enfermedades del aparato genitourinario
12725	XIX	Traumatismos, envenenamientos y algunas otras consecuencias de causa externa
12726	XV	Embarazo, parto y puerperio
12727	XVI	Ciertas afecciones originadas en el periodo perinatal
12728	XVII	Malformaciones congenitas, deformidades y anomalias cromosomicas
12729	XVIII	Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte
12730	XX	Causas extremas de morbilidad y de mortalidad
12731	XXI	Factores que influyen en el estado de salud y contacto con los servicios de salud
12732	XXII	Codigos para situaciones especiales
12733	Y00	Agresion con objeto romo o sin filo
12734	Y000	Agresion con objeto romo o sin filo: vivienda
12735	Y001	Agresion con objeto romo o sin filo: institucion residencial
12736	Y002	Agresion con objeto romo o sin filo: escuelas otras instituciones y areas administrativas
12737	Y003	Agresion con objeto romo o sin filo: areas de deporte y atletismo
12738	Y004	Agresion con objeto romo o sin filo: calles y carreteras
12739	Y005	Agresion con objeto romo o sin filo: comercio y area de servicios
12740	Y006	Agresion con objeto romo o sin filo: area industrial y de la construccion
12741	Y007	Agresion con objeto romo o sin filo: granja
12742	Y008	Agresion con objeto romo o sin filo: otro lugar especificado
12743	Y009	Agresion con objeto romo o sin filo: lugar no especificado
12744	Y01	Agresion por empujon desde lugar elevado
12745	Y010	Agresion por empujon desde un lugar elevado: vivienda
12746	Y011	Agresion por empujon desde un lugar elevado: institucion residencial
12747	Y012	Agresion por empujon desde un lugar elevado: escuelas otras instituciones y areas administrativas
12748	Y013	Agresion por empujon desde un lugar elevado: areas de deporte y atletismo
12749	Y014	Agresion por empujon desde un lugar elevado: calles y carreteras
12750	Y015	Agresion por empujon desde un lugar elevado: comercio y area de servicios
12751	Y016	Agresion por empujon desde un lugar elevado: area industrial y de la construccion
12752	Y017	Agresion por empujon desde un lugar elevado: granja
12753	Y018	Agresion por empujon desde un lugar elevado: otro lugar especificado
12754	Y019	Agresion por empujon desde un lugar elevado: lugar no especificado
12755	Y02	Agresion empuj o coloc delant objeto movimie
12756	Y020	Agresion por empujar o colocar a la victima delante de objeto en movimiento: vivienda
12757	Y021	Agresion por empujar o colocar a la victima delante de objeto en movimiento: institucion residencial
12758	Y022	Agresion por empujar o colocar a la victima delante de objeto en movimiento: escuelas otras instituciones y areas administrativas
12759	Y023	Agresion por empujar o colocar a la victima delante de objeto en movimiento: areas de deporte y atletismo
12760	Y024	Agresion por empujar o colocar a la victima delante de objeto en movimiento: calles y carreteras
12761	Y025	Agresion por empujar o colocar a la victima delante de objeto en movimiento: comercio y area de servicios
12762	Y026	Agresion por empujar o colocar a la victima delante de objeto en movimiento: area industrial y de la construccion
12763	Y027	Agresion por empujar o colocar a la victima delante de objeto en movimiento: granja
12764	Y028	Agresion por empujar o colocar a la victima delante de objeto en movimiento: otro lugar especificado
12765	Y029	Agresion por empujar o colocar a la victima delante de objeto en movimiento: lugar no especificado
12766	Y03	Agresion por colision vehiculo de motor
12767	Y030	Agresion por colision de vehiculo de motor: vivienda
12768	Y031	Agresion por colision de vehiculo de motor: institucion residencial
12769	Y032	Agresion por colision de vehiculo de motor: escuelas, otras instituciones y areas administrativas
12770	Y033	Agresion por colision de vehiculo de motor: areas de deporte y atletismo
12771	Y034	Agresion por colision de vehiculo de motor: calles y carreteras
12772	Y035	Agresion por colision de vehiculo de motor: comercio y area de servicios
12773	Y036	Agresion por colision de vehiculo de motor: area industrial y de la construccion
12774	Y037	Agresion por colision de vehiculo de motor: granja
12775	Y038	Agresion por colision de vehiculo de motor: otro lugar especificado
12776	Y039	Agresion por colision de vehiculo de motor: lugar no especificado
12777	Y04	Agresion con fuerza corporal
12778	Y040	Agresion con fuerza corporal: vivienda
12779	Y041	Agresion con fuerza corporal: institucion residencial
12780	Y042	Agresion con fuerza corporal: escuelas, otras instituciones y areas administrativas
12781	Y043	Agresion con fuerza corporal: areas de deporte y atletismo
12782	Y044	Agresion con fuerza corporal: calles y carreteras
12783	Y045	Agresion con fuerza corporal: comercio y area de servicios
12784	Y046	Agresion con fuerza corporal: area industrial y de la construccion
12785	Y047	Agresion con fuerza corporal: granja
12786	Y048	Agresion con fuerza corporal: otro lugar especificado
12787	Y049	Agresion con fuerza corporal: lugar no especificado
12788	Y05	Agresion sexual con fuerza corporal
12789	Y050	Agresion sexual con fuerza corporal: vivienda
12790	Y051	Agresion sexual con fuerza corporal: institucion residencial
12791	Y052	Agresion sexual con fuerza corporal: escuelas, otras instituciones y areas administrativas
12792	Y053	Agresion sexual con fuerza corporal: areas de deporte y atletismo
12793	Y054	Agresion sexual con fuerza corporal: calles y carreteras
12794	Y055	Agresion sexual con fuerza corporal: comercio y area de servicios
12795	Y056	Agresion sexual con fuerza corporal: area industrial y de la construccion
12796	Y057	Agresion sexual con fuerza corporal: granja
12797	Y058	Agresion sexual con fuerza corporal: otro lugar especificado
12798	Y059	Agresion sexual con fuerza corporal: lugar no especificado
12799	Y06	Negligencia y abandono
12800	Y060	Neglicencia y abandono: por esposo o pareja
12801	Y061	Neglicencia y abandono: por padre o madre
12802	Y062	Neglicencia y abandono: por conocido o amigo
12803	Y068	Neglicencia y abandono: por otra persona especificada
12804	Y069	Neglicencia y abandono: por persona no especificada
12805	Y07	Otros sindromes de maltrato
12806	Y070	Otros sindromes de maltrato: por esposo o pareja
12807	Y071	Otros sindromes de maltrato: por padre o madre
12808	Y072	Otros sindromes de maltrato: por conocido o amigo
12809	Y073	Otros sindromes de maltrato: por autoridades oficiales
12810	Y078	Otros sindromes de maltrato: por otra persona especificada
12811	Y079	Otros sindromes de maltrato: por persona no especificada
12812	Y08	Agresion por otros medios especificados
12813	Y080	Agresion por otros medios especificados: vivienda
12814	Y081	Agresion por otros medios especificados: institucion residencial
12815	Y082	Agresion por otros medios especificados: escuelas, otras instituciones y areas administrativas
12816	Y083	Agresion por otros medios especificados: areas de deporte y atletismo
12817	Y084	Agresion por otros medios especificados: calles y carreteras
12818	Y085	Agresion por otros medios especificados: comercio y area de servicios
12819	Y086	Agresion por otros medios especificados: area industrial y de la construccion
12820	Y087	Agresion por otros medios especificados: granja
12821	Y088	Agresion por otros medios especificados: otro lugar especificado
12822	Y089	Agresion por otros medios especificados: lugar no especificado
12823	Y09	Agresion por medios no especificados
12824	Y090	Agresion por medios no especificados: vivienda
12825	Y091	Agresion por medios no especificados: institucion residencial
12826	Y092	Agresion por medios no especificados: escuelas otras instituciones y areas administrativas
12827	Y093	Agresion por medios no especificados: areas de deporte y atletismo
12828	Y094	Agresion por medios no especificados: calles y carreteras
12829	Y095	Agresion por medios no especificados: comercio y area de servicios
12830	Y096	Agresion por medios no especificados: area industrial y de la construccion
12831	Y097	Agresion por medios no especificados: granja
12832	Y098	Agresion por medios no especificados: otro lugar especificado
12833	Y099	Agresion por medios no especificados: lugar no especificado
12834	Y10	Envenenamiento por, y exposicion a analgesicos, antipireticos y antirreumaticos, de intencion no determinada
12835	Y100	Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: vivienda
12836	Y101	Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: institucion residencial
12837	Y102	Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: escuelas otras instituciones y areas administrativas
12838	Y103	Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: areas de deporte y atletismo
12839	Y104	Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: calles y carreteras
12840	Y105	Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: comercio y area de servicios
12841	Y106	Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: area industrial y de la construccion
12842	Y107	Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: granja
12843	Y108	Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: otro lugar especificado
12844	Y109	Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: lugar no especificado
12845	Y11	Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas no clasificadas en otra parte, de intencion no determinada
12846	Y110	Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: vivienda
12847	Y111	Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: institucion residencial
12848	Y112	Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: escuelas otras instituciones y areas administrativas
12849	Y113	Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: areas de deporte y atletismo
12850	Y114	Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: calles y carreteras
12851	Y115	Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: comercio y area de servicios
12852	Y116	Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: area industrial y de la construccion
12853	Y117	Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: granja
12854	Y118	Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: otro lugar especificado
12855	Y119	Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: lugar no especificado
12856	Y12	Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada
12857	Y120	Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: vivienda
12858	Y121	Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: institucion residencial
12859	Y122	Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: escuelas otras instituciones y areas administrativas
12860	Y123	Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: areas de deporte y atletismo
12861	Y124	Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: calles y carreteras
12862	Y125	Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: comercio y area de servicios
12863	Y126	Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: area industrial y de la construccion
12864	Y127	Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: granja
12865	Y128	Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: otro lugar especificado
12866	Y129	Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: lugar no especificado
12867	Y13	Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada
12868	Y130	Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: vivienda
12869	Y131	Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: institucion residencial
12870	Y132	Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: escuelas otras instituciones y areas administrativas
12871	Y133	Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: areas de deporte y atletismo
12872	Y134	Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: calles y carreteras
12873	Y135	Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: comercio y area de servicios
12874	Y136	Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: area industrial y de la construccion
12875	Y137	Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: granja
12876	Y138	Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: otro lugar especificado
12877	Y139	Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: lugar no especificado
12878	Y14	Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada
12879	Y140	Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: vivienda
12880	Y141	Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: institucion residencial
12881	Y142	Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: escuelas otras instituciones y areas administrativas
12882	Y143	Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: areas de deporte y atletismo
12883	Y144	Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: calles y carreteras
12884	Y145	Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: comercio y area de servicios
12885	Y146	Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: area industrial y de la construccion
12886	Y147	Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: granja
12887	Y148	Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: otro lugar especificado
12888	Y149	Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: lugar no especificado
12889	Y15	Envenenamiento por, y exposicion al alcohol intencion no determinada
12890	Y150	Envenenamiento por, y exposicion al alcohol , de intencion no determinada: vivienda
12891	Y151	Envenenamiento por, y exposicion al alcohol , de intencion no determinada: institucion residencial
12892	Y152	Envenenamiento por, y exposicion al alcohol , de intencion no determinada: escuelas otras instituciones y areas administrativas
12893	Y153	Envenenamiento por, y exposicion al alcohol , de intencion no determinada: areas de deporte y atletismo
12894	Y154	Envenenamiento por, y exposicion al alcohol , de intencion no determinada: calles y carreteras
12895	Y155	Envenenamiento por, y exposicion al alcohol , de intencion no determinada: comercio y area de servicios
12896	Y156	Envenenamiento por, y exposicion al alcohol , de intencion no determinada: area industrial y de la construccion
12897	Y157	Envenenamiento por, y exposicion al alcohol , de intencion no determinada: granja
12898	Y158	Envenenamiento por, y exposicion al alcohol , de intencion no determinada: otro lugar especificado
12899	Y159	Envenenamiento por, y exposicion al alcohol , de intencion no determinada: lugar no especificado
12900	Y16	Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada
12901	Y160	Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: vivienda
12902	Y161	Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: institucion residencial
12903	Y162	Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: escuelas, otras instituciones y areas administrativas
12904	Y163	Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: areas de deporte y atletismo
12905	Y164	Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: calles y carreteras
12906	Y165	Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: comercio y area de servicios
12907	Y166	Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: area industrial y de la construccion
12908	Y167	Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: granja
12909	Y168	Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: otro lugar especificado
12910	Y169	Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: lugar no especificado
12911	Y17	Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada
12912	Y170	Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: vivienda
12913	Y171	Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: institucion residencial
12914	Y172	Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: escuelas, otras instituciones y areas administrativas
12915	Y173	Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: areas de deporte y atletismo
12916	Y174	Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: calles y carreteras
12917	Y175	Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: comercio y area de servicios
12918	Y176	Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: area industrial y de la construccion
12919	Y177	Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: granja
12920	Y178	Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: otro lugar especificado
12921	Y179	Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: lugar no especificado
12922	Y18	Envenenamiento por, y exposicion a plaguicidas de intencion no determinada
12923	Y180	Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: vivienda
12924	Y181	Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: institucion residencial
12925	Y182	Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: escuelas otras instituciones y areas administrativas
12926	Y183	Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: areas de deporte y atletismo
12927	Y184	Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: calles y carreteras
12928	Y185	Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: comercio y area de servicios
12929	Y186	Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: area industrial y de la construccion
12930	Y187	Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: granja
12931	Y188	Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: otro lugar especificado
12932	Y189	Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: lugar no especificado
12933	Y19	Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada
12934	Y190	Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: vivienda
12935	Y191	Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: institucion residencial
12936	Y192	Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: escuelas otras instituciones y areas administrativas
12937	Y193	Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: areas de deporte y atletismo
12938	Y194	Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: calles y carreteras
12939	Y195	Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: comercio y area de servicios
12940	Y196	Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: area industrial y de la construccion
12941	Y197	Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: granja
12942	Y198	Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: otro lugar especificado
12943	Y199	Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: lugar no especificado
12944	Y20	Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada
12945	Y200	Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: vivienda
12946	Y201	Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: institucion residencial
12947	Y202	Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: escuelas otras instituciones y areas administrativas
12948	Y203	Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: areas de deporte y atletismo
12949	Y204	Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: calles y carreteras
12950	Y205	Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: comercio y area de servicios
12951	Y206	Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: area industrial y de la construccion
12952	Y207	Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: granja
12953	Y208	Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: otro lugar especificado
12954	Y209	Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: lugar no especificado
12955	Y21	Ahogamiento y sumersion de intencion no determinada
12956	Y210	Ahogamiento y sumersion, de intencion no determinada: vivienda
12957	Y211	Ahogamiento y sumersion, de intencion no determinada: institucion residencial
12958	Y212	Ahogamiento y sumersion, de intencion no determinada: escuelas otras instituciones y areas administrativas
12959	Y213	Ahogamiento y sumersion, de intencion no determinada: areas de deporte y atletismo
12960	Y214	Ahogamiento y sumersion, de intencion no determinada: calles y carreteras
12961	Y215	Ahogamiento y sumersion, de intencion no determinada: comercio y area de servicios
12962	Y216	Ahogamiento y sumersion, de intencion no determinada: area industrial y de la construccion
12963	Y217	Ahogamiento y sumersion, de intencion no determinada: granja
12964	Y218	Ahogamiento y sumersion, de intencion no determinada: otro lugar especificado
12965	Y219	Ahogamiento y sumersion, de intencion no determinada: lugar no especificado
12966	Y22	Disparo de arma corta de intencion no determinada
12967	Y220	Disparo de arma corta, de intencion no determinada: vivienda
12968	Y221	Disparo de arma corta, de intencion no determinada: institucion residencial
12969	Y222	Disparo de arma corta, de intencion no determinada: escuelas, otras instituciones y areas administrativas
12970	Y223	Disparo de arma corta, de intencion no determinada: areas de deporte y atletismo
12971	Y224	Disparo de arma corta, de intencion no determinada: calles y carreteras
12972	Y225	Disparo de arma corta, de intencion no determinada: comercio y area de servicios
12973	Y226	Disparo de arma corta, de intencion no determinada: area industrial y de la construccion
12974	Y227	Disparo de arma corta, de intencion no determinada: granja
12975	Y228	Disparo de arma corta, de intencion no determinada: otro lugar especificado
12976	Y229	Disparo de arma corta, de intencion no determinada: lugar no especificado
12977	Y23	Disparo de rifle, escopeta y arma larga, de intencion no determinada
12978	Y230	Disparo de rifle, escopeta y arma larga, de intencion no determinada: vivienda
12979	Y231	Disparo de rifle, escopeta y arma larga, de intencion no determinada: institucion residencial
12980	Y232	Disparo de rifle, escopeta y arma larga, de intencion no determinada: escuelas, otras instituciones y areas administrativas
12981	Y233	Disparo de rifle, escopeta y arma larga, de intencion no determinada: areas de deporte y atletismo
12982	Y234	Disparo de rifle, escopeta y arma larga, de intencion no determinada: calles y carreteras
12983	Y235	Disparo de rifle, escopeta y arma larga, de intencion no determinada: comercio y area de servicios
12984	Y236	Disparo de rifle, escopeta y arma larga, de intencion no determinada: area industrial y de la construccion
12985	Y237	Disparo de rifle, escopeta y arma larga, de intencion no determinada: granja
12986	Y238	Disparo de rifle, escopeta y arma larga, de intencion no determinada: otro lugar especificado
12987	Y239	Disparo de rifle, escopeta y arma larga, de intencion no determinada: lugar no especificado
12988	Y24	Disparo de otras armas de fuego y las no especificadas, de intencion no determinada
12989	Y240	Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: vivienda
12990	Y241	Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: institucion residencial
12991	Y242	Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: escuelas, otras instituciones y areas administrativas
12992	Y243	Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: areas de deporte y atletismo
12993	Y244	Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: calles y carreteras
12994	Y245	Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: comercio y area de servicios
