"Nro_SIISA"	"NroRemito"	"FechaRemito"	"Botiquines"	"CodMedicamentoOL"	"Medicamento"	"UnidadesMinimas"	"LoteFabricacion"	"fechavencimiento"	"GTIN"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RGGA018"	"ERITROMICINA FRASCOS X 100ML"	8	"93458"	31/7/2016 00:00:00	"07795332006020"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RGGA022"	"GLIBENCLAMIDA COMPRIMIDOS"	480	"064"	31/1/2018 00:00:00	"07798030232173"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RGGA043"	"NISTATINA FRASCOS X 24 ML"	8	"40736"	30/9/2016 00:00:00	"07798050063450"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RGGA059"	"ASPIRINA COMPRIMIDOS"	960	"055"	30/9/2016 00:00:00	"07798032934655"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RHMB025"	"HIERRO (S. FERROSO) + A. FÓLICO COMPRIMIDOS"	480	"HN117"	31/1/2017 00:00:00	"07798021292292"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RI6A033"	"MEBENDAZOL COMPRIMIDOS"	288	"17141114"	30/11/2016 00:00:00	"07798154682762"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RI6A046"	"PARACETAMOL COMPRIMIDOS"	160	"19391114"	30/11/2016 00:00:00	"07798154682816"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA004"	"AMOXICILINA COMPRIMIDOS"	420	"A5517"	30/6/2017 00:00:00	"07795360006610"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA010"	"COTRIMOXAZOL (TMP - SMX) FRASCOS X 100ML"	8	"SG006"	31/3/2017 00:00:00	"07798021293046"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA012"	"DIFENHIDRAMINA FRASCOS X 120 ML"	12	"514"	30/6/2017 00:00:00	"07798032934662"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA013"	"DIFENHIDRAMINA COMPRIMIDOS"	240	"X7508"	30/4/2017 00:00:00	"07795360003626"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA014"	"DIGOXINA COMPRIMIDOS"	120	"H9501"	30/4/2017 00:00:00	"07795360006948"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA015"	"ENALAPRIL COMPRIMIDOS"	2880	"735R"	30/4/2017 00:00:00	"07798032934617"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA024"	"HIERRO (S. FERROSO) FRASCOS"	32	"7M502"	30/4/2017 00:00:00	"07795360007334"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA028"	"IBUPROFENO COMPRIMIDOS"	1920	"358"	31/5/2018 00:00:00	"07798032934938"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA034"	"BETAMETASONA GOTAS"	12	"L9508"	30/6/2017 00:00:00	"07795360003558"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA035"	"MEPREDNISONA (PREDNISONA) COMPRIMIDOS"	256	"LL135"	30/4/2017 00:00:00	"07796363000223"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA037"	"METRONIDAZOL FRASCOS X 120 ML"	4	"MF119"	30/4/2017 00:00:00	"07798021292278"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA038"	"METRONIDAZOL OVULOS"	64	"MS036"	31/3/2017 00:00:00	"07798021292315"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA039"	"METRONIDAZOL COMPRIMIDOS"	60	"50216"	31/3/2018 00:00:00	"07798050063672"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA042"	"NISTATINA COMPRIMIDOS VAGINALES"	56	"NB091"	31/3/2017 00:00:00	"07798021293077"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA045"	"PARACETAMOL FRASCOS X 20 ML"	32	"4576"	30/6/2017 00:00:00	"07791939000591"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA048"	"POLIVITAMINICO FRASCOS GOT X 20 ML"	48	"V6507"	30/4/2017 00:00:00	"07795360003619"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA049"	"RANITIDINA COMPRIMIDOS"	1080	"376"	31/3/2017 00:00:00	"07798032934921"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA052"	"BUDESONIDE AEROSOL BRONQUIAL"	12	"0070J006"	31/3/2017 00:00:00	"08436035566716"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA054"	"METFORMINA COMPRIMIDOS"	480	"080"	31/7/2017 00:00:00	"07798032934914"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA057"	"ERITROMICINA FRASCO X 5 ML"	8	"AN1215"	31/1/2017 00:00:00	"07798097891481"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA062"	"SALBUTAMOL AEROSOL BRONQUIAL"	20	"0008J042"	30/4/2018 00:00:00	"08436035566723"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA096"	"AMOXICILINA FRASCOS X 120 ML"	96	"03A103"	30/6/2017 00:00:00	"07795332010171"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMA763"	"SULFAMETOXAZOL/TRIMETOPRIMA COMPRIMIDOS"	56	"BB2E"	31/5/2019 00:00:00	"07790375003739"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMB017"	"ERITROMICINA COMPRIMIDOS"	160	"93489"	31/3/2017 00:00:00	"07795332004552"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMB027"	"IBUPROFENO FRASCOS X 90 ML"	96	"IB468"	31/5/2017 00:00:00	"07798021293084"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMB032"	"MEBENDAZOL FRASCOS X 30 ML"	32	"HK035"	31/3/2017 00:00:00	"07798021292261"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMB103"	"AMOXICILINA + ACIDO CLAVULANICO COMPRIMIDOS"	112	"D5079"	30/4/2017 00:00:00	"07798052712059"
"50740562180121"	"0352-00448929"	15/9/2015 10:12:51	4	"RIMC757"	"PENICILINA BENZATINICA AMPOLLA"	8	"D9504"	30/6/2017 00:00:00	"07795360007327"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RGGA005"	"ATENOLOL COMPRIMIDOS"	360	"J0415"	31/10/2016 00:00:00	"07795360003572"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RGGA022"	"GLIBENCLAMIDA COMPRIMIDOS"	240	"065"	31/1/2018 00:00:00	"07798030232173"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RGGA059"	"ASPIRINA COMPRIMIDOS"	720	"055"	30/9/2016 00:00:00	"07798032934655"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RGGA081"	"HIDROCLOROTIAZIDA COMPRIMIDOS"	120	"A4QY"	30/9/2017 00:00:00	"07790375003425"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RGGB008"	"CEFALEXINA COMPRIMIDOS"	112	"A4EB"	30/9/2016 00:00:00	"07790375002947"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RGGB047"	"PENICILINA G BENZATINICA FRASCOS AMPOLLA"	2	"33844"	31/7/2017 00:00:00	"07795332009847"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RHCA030"	"SIMVASTATINA COMPRIMIDOS"	1260	"000515"	31/1/2017 00:00:00	"07798181660078"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RI6A046"	"PARACETAMOL COMPRIMIDOS"	320	"19401114"	30/11/2016 00:00:00	"07798154682816"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RIMA002"	"AMIODARONA COMPRIMIDOS"	90	"D5505"	30/6/2017 00:00:00	"07795360003589"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RIMA004"	"AMOXICILINA COMPRIMIDOS"	105	"A5518"	30/6/2017 00:00:00	"07795360006610"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RIMA015"	"ENALAPRIL COMPRIMIDOS"	1080	"731R"	30/4/2017 00:00:00	"07798032934617"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RIMA020"	"FUROSEMIDA COMPRIMIDOS"	60	"B9501"	31/3/2017 00:00:00	"07795360007259"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RIMA028"	"IBUPROFENO COMPRIMIDOS"	640	"364"	31/5/2018 00:00:00	"07798032934938"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RIMA034"	"BETAMETASONA GOTAS"	5	"L9510"	30/6/2017 00:00:00	"07795360003558"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RIMA052"	"BUDESONIDE AEROSOL BRONQUIAL"	5	"0070J006"	31/3/2017 00:00:00	"08436035566716"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RIMA054"	"METFORMINA COMPRIMIDOS"	240	"080"	31/7/2017 00:00:00	"07798032934914"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RIMA062"	"SALBUTAMOL AEROSOL BRONQUIAL"	5	"0008J042"	30/4/2018 00:00:00	"08436035566723"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RIMA763"	"SULFAMETOXAZOL/TRIMETOPRIMA COMPRIMIDOS"	14	"BB2E"	31/5/2019 00:00:00	"07790375003739"
"50740562180121"	"0352-00450145"	15/9/2015 12:45:39	1	"RIMB044"	"NORFLOXACINA COMPRIMIDOS"	112	"L7507"	31/5/2017 00:00:00	"07795360007204"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RGGA018"	"ERITROMICINA FRASCOS X 100ML"	2	"93470"	30/9/2016 00:00:00	"07795332006020"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RGGA022"	"GLIBENCLAMIDA COMPRIMIDOS"	120	"064"	31/1/2018 00:00:00	"07798030232173"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RGGA059"	"ASPIRINA COMPRIMIDOS"	240	"055"	30/9/2016 00:00:00	"07798032934655"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RGGA066"	"HOMATROPINA COMPRIMIDOS"	30	"6012"	31/7/2018 00:00:00	"07795347934332"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RGGB008"	"CEFALEXINA COMPRIMIDOS"	112	"A4EB"	30/9/2016 00:00:00	"07790375002947"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RGGB047"	"PENICILINA G BENZATINICA FRASCOS AMPOLLA"	4	"33844"	31/7/2017 00:00:00	"07795332009847"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RGGC011"	"DEXAMETASONA FRASCOS AMPOLLA X 2ML"	10	"27943"	30/4/2017 00:00:00	"07793569004956"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RHGA055"	"CLOTRIMAZOL (Y/O MICONAZOL) CREMA"	2	"41"	30/9/2016 00:00:00	"07798179350011"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RHGA055"	"CLOTRIMAZOL (Y/O MICONAZOL) CREMA"	2	"42"	30/9/2016 00:00:00	"07798179350011"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RHMB025"	"HIERRO (S. FERROSO) + A. FÓLICO COMPRIMIDOS"	120	"HN117"	31/1/2017 00:00:00	"07798021292292"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RI6A033"	"MEBENDAZOL COMPRIMIDOS"	72	"17111114"	30/11/2016 00:00:00	"07798154682762"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RI6A033"	"MEBENDAZOL COMPRIMIDOS"	72	"17121114"	30/11/2016 00:00:00	"07798154682762"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RI6A046"	"PARACETAMOL COMPRIMIDOS"	40	"19391114"	30/11/2016 00:00:00	"07798154682816"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RI6A046"	"PARACETAMOL COMPRIMIDOS"	40	"19401114"	30/11/2016 00:00:00	"07798154682816"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RI6A046"	"PARACETAMOL COMPRIMIDOS"	240	"19401114"	30/11/2016 00:00:00	"07798154682816"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA002"	"AMIODARONA COMPRIMIDOS"	180	"D5504"	30/6/2017 00:00:00	"07795360003589"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA004"	"AMOXICILINA COMPRIMIDOS"	105	"A5517"	30/6/2017 00:00:00	"07795360006610"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA004"	"AMOXICILINA COMPRIMIDOS"	105	"A5518"	30/6/2017 00:00:00	"07795360006610"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA004"	"AMOXICILINA COMPRIMIDOS"	315	"A5518"	30/6/2017 00:00:00	"07795360006610"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA010"	"COTRIMOXAZOL (TMP - SMX) FRASCOS X 100ML"	2	"SG006"	31/3/2017 00:00:00	"07798021293046"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA012"	"DIFENHIDRAMINA FRASCOS X 120 ML"	3	"515"	30/6/2017 00:00:00	"07798032934662"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA012"	"DIFENHIDRAMINA FRASCOS X 120 ML"	12	"515"	30/6/2017 00:00:00	"07798032934662"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA013"	"DIFENHIDRAMINA COMPRIMIDOS"	60	"X7508"	30/4/2017 00:00:00	"07795360003626"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA014"	"DIGOXINA COMPRIMIDOS"	30	"H9501"	30/4/2017 00:00:00	"07795360006948"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA015"	"ENALAPRIL COMPRIMIDOS"	720	"730R"	30/4/2017 00:00:00	"07798032934617"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA024"	"HIERRO (S. FERROSO) FRASCOS"	8	"7M503"	30/4/2017 00:00:00	"07795360007334"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA024"	"HIERRO (S. FERROSO) FRASCOS"	16	"7M509"	31/5/2017 00:00:00	"07795360007334"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA027"	"IBUPROFENO FRASCOS X 90 ML"	28	"F5117"	30/6/2017 00:00:00	"07798052711038"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA028"	"IBUPROFENO COMPRIMIDOS"	480	"364"	31/5/2018 00:00:00	"07798032934938"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA028"	"IBUPROFENO COMPRIMIDOS"	480	"365"	31/5/2018 00:00:00	"07798032934938"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA034"	"BETAMETASONA GOTAS"	3	"L9508"	30/6/2017 00:00:00	"07795360003558"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA034"	"BETAMETASONA GOTAS"	8	"L9510"	30/6/2017 00:00:00	"07795360003558"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA035"	"MEPREDNISONA (PREDNISONA) COMPRIMIDOS"	48	"LL135"	30/4/2017 00:00:00	"07796363000223"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA035"	"MEPREDNISONA (PREDNISONA) COMPRIMIDOS"	64	"LL135"	30/4/2017 00:00:00	"07796363000223"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA037"	"METRONIDAZOL FRASCOS X 120 ML"	1	"MF119"	30/4/2017 00:00:00	"07798021292278"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA038"	"METRONIDAZOL OVULOS"	8	"MS036"	31/3/2017 00:00:00	"07798021292315"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA038"	"METRONIDAZOL OVULOS"	16	"MS036"	31/3/2017 00:00:00	"07798021292315"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA039"	"METRONIDAZOL COMPRIMIDOS"	15	"50216"	31/3/2018 00:00:00	"07798050063672"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA042"	"NISTATINA COMPRIMIDOS VAGINALES"	14	"NB091"	31/3/2017 00:00:00	"07798021293077"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA042"	"NISTATINA COMPRIMIDOS VAGINALES"	14	"NB092"	30/4/2017 00:00:00	"07798021293077"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA043"	"NISTATINA FRASCOS X 24 ML"	2	"50217"	30/4/2017 00:00:00	"07798050063689"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA045"	"PARACETAMOL FRASCOS X 20 ML"	8	"4576"	30/6/2017 00:00:00	"07791939000591"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA045"	"PARACETAMOL FRASCOS X 20 ML"	32	"4576"	30/6/2017 00:00:00	"07791939000591"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA048"	"POLIVITAMINICO FRASCOS GOT X 20 ML"	12	"V6505"	30/4/2017 00:00:00	"07795360003619"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA048"	"POLIVITAMINICO FRASCOS GOT X 20 ML"	12	"V6509"	30/4/2017 00:00:00	"07795360003619"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA049"	"RANITIDINA COMPRIMIDOS"	180	"376"	31/3/2017 00:00:00	"07798032934921"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA049"	"RANITIDINA COMPRIMIDOS"	270	"376"	31/3/2017 00:00:00	"07798032934921"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA050"	"SALBUTAMOL FRASCOS"	16	"BQ017"	30/4/2017 00:00:00	"07798021293060"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA052"	"BUDESONIDE AEROSOL BRONQUIAL"	3	"0070J006"	31/3/2017 00:00:00	"08436035566716"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA052"	"BUDESONIDE AEROSOL BRONQUIAL"	6	"0070J006"	31/3/2017 00:00:00	"08436035566716"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA054"	"METFORMINA COMPRIMIDOS"	120	"080"	31/7/2017 00:00:00	"07798032934914"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA057"	"ERITROMICINA FRASCO X 5 ML"	2	"AN0115"	31/1/2017 00:00:00	"07798097891481"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA062"	"SALBUTAMOL AEROSOL BRONQUIAL"	5	"0008J042"	30/4/2018 00:00:00	"08436035566723"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA062"	"SALBUTAMOL AEROSOL BRONQUIAL"	12	"0008J042"	30/4/2018 00:00:00	"08436035566723"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA096"	"AMOXICILINA FRASCOS X 120 ML"	24	"03A105"	30/6/2017 00:00:00	"07795332010171"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA096"	"AMOXICILINA FRASCOS X 120 ML"	24	"03A108"	30/6/2017 00:00:00	"07795332010171"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA096"	"AMOXICILINA FRASCOS X 120 ML"	30	"03A115"	30/6/2017 00:00:00	"07795332010171"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA097"	"CEFALEXINA FRASCOS X 90 ML"	16	"016"	31/5/2017 00:00:00	"07798032935461"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA763"	"SULFAMETOXAZOL/TRIMETOPRIMA COMPRIMIDOS"	14	"BB2E"	31/5/2019 00:00:00	"07790375003739"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMA763"	"SULFAMETOXAZOL/TRIMETOPRIMA COMPRIMIDOS"	28	"BB2E"	31/5/2019 00:00:00	"07790375003739"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMB017"	"ERITROMICINA COMPRIMIDOS"	40	"93489"	31/3/2017 00:00:00	"07795332004552"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMB017"	"ERITROMICINA COMPRIMIDOS"	120	"93489"	31/3/2017 00:00:00	"07795332004552"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMB027"	"IBUPROFENO FRASCOS X 90 ML"	24	"IB469"	31/5/2017 00:00:00	"07798021293084"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMB027"	"IBUPROFENO FRASCOS X 90 ML"	24	"IB470"	31/5/2017 00:00:00	"07798021293084"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMB032"	"MEBENDAZOL FRASCOS X 30 ML"	8	"HK036"	31/3/2017 00:00:00	"07798021292261"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMB032"	"MEBENDAZOL FRASCOS X 30 ML"	12	"HK036"	31/3/2017 00:00:00	"07798021292261"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMB044"	"NORFLOXACINA COMPRIMIDOS"	56	"L7506"	30/4/2017 00:00:00	"07795360007204"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMB103"	"AMOXICILINA + ACIDO CLAVULANICO COMPRIMIDOS"	14	"D5079"	30/4/2017 00:00:00	"07798052712059"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMB103"	"AMOXICILINA + ACIDO CLAVULANICO COMPRIMIDOS"	28	"D5079"	30/4/2017 00:00:00	"07798052712059"
"50740562180122"	"0352-00448813"	15/9/2015 10:12:51	3	"RIMB757"	"PENICILINA BENZATINICA AMPOLLA"	2	"33876"	31/3/2018 00:00:00	"07795332010164"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RGGA005"	"ATENOLOL COMPRIMIDOS"	360	"J0415"	31/10/2016 00:00:00	"07795360003572"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RGGA022"	"GLIBENCLAMIDA COMPRIMIDOS"	240	"065"	31/1/2018 00:00:00	"07798030232173"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RGGA059"	"ASPIRINA COMPRIMIDOS"	720	"055"	30/9/2016 00:00:00	"07798032934655"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RGGA081"	"HIDROCLOROTIAZIDA COMPRIMIDOS"	120	"A4QY"	30/9/2017 00:00:00	"07790375003425"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RGGB008"	"CEFALEXINA COMPRIMIDOS"	112	"A4EB"	30/9/2016 00:00:00	"07790375002947"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RGGB047"	"PENICILINA G BENZATINICA FRASCOS AMPOLLA"	2	"33844"	31/7/2017 00:00:00	"07795332009847"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RHCA030"	"SIMVASTATINA COMPRIMIDOS"	1740	"000515"	31/1/2017 00:00:00	"07798181660078"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RI6A046"	"PARACETAMOL COMPRIMIDOS"	320	"19401114"	30/11/2016 00:00:00	"07798154682816"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RIMA002"	"AMIODARONA COMPRIMIDOS"	90	"D5505"	30/6/2017 00:00:00	"07795360003589"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RIMA004"	"AMOXICILINA COMPRIMIDOS"	105	"A5518"	30/6/2017 00:00:00	"07795360006610"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RIMA015"	"ENALAPRIL COMPRIMIDOS"	1080	"731R"	30/4/2017 00:00:00	"07798032934617"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RIMA020"	"FUROSEMIDA COMPRIMIDOS"	60	"B9501"	31/3/2017 00:00:00	"07795360007259"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RIMA028"	"IBUPROFENO COMPRIMIDOS"	640	"364"	31/5/2018 00:00:00	"07798032934938"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RIMA034"	"BETAMETASONA GOTAS"	5	"L9510"	30/6/2017 00:00:00	"07795360003558"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RIMA052"	"BUDESONIDE AEROSOL BRONQUIAL"	5	"0070J006"	31/3/2017 00:00:00	"08436035566716"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RIMA054"	"METFORMINA COMPRIMIDOS"	240	"080"	31/7/2017 00:00:00	"07798032934914"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RIMA062"	"SALBUTAMOL AEROSOL BRONQUIAL"	5	"0008J042"	30/4/2018 00:00:00	"08436035566723"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RIMA763"	"SULFAMETOXAZOL/TRIMETOPRIMA COMPRIMIDOS"	14	"BB2E"	31/5/2019 00:00:00	"07790375003739"
"50740562180122"	"0352-00450063"	15/9/2015 12:45:39	1	"RIMB044"	"NORFLOXACINA COMPRIMIDOS"	112	"L7507"	31/5/2017 00:00:00	"07795360007204"
"50740562180125"	"0352-00448820"	15/9/2015 10:12:51	2	"RGGA001"	"ACIDO VALPROICO FRASCOS X 120 ML"	2	"A19X"	31/7/2016 00:00:00	"07790375002930"
"50740562180125"	"0352-00448820"	15/9/2015 10:12:51	2	"RGGA018"	"ERITROMICINA FRASCOS X 100ML"	2	"93470"	30/9/2016 00:00:00	"07795332006020"
"50740562180125"	"0352-00448820"	15/9/2015 10:12:51	2	"RGGA022"	"GLIBENCLAMIDA COMPRIMIDOS"	120	"064"	31/1/2018 00:00:00	"07798030232173"
"50740562180125"	"0352-00448820"	15/9/2015 10:12:51	2	"RGGA059"	"ASPIRINA COMPRIMIDOS"	240	"055"	30/9/2016 00:00:00	"07798032934655"
"50740562180125"	"0352-00448820"	15/9/2015 10:12:51	2	"RHMB025"	"HIERRO (S. FERROSO) + A. FÓLICO COMPRIMIDOS"	120	"HN117"	31/1/2017 00:00:00	"07798021292292"
"50740562180125"	"0352-00448820"	15/9/2015 10:12:51	2	"RI6A033"	"MEBENDAZOL COMPRIMIDOS"	72	"17121114"	30/11/2016 00:00:00	"07798154682762"
"50740562180125"	"0352-00448820"	15/9/2015 10:12:51	2	"RI6A033"	"MEBENDAZOL COMPRIMIDOS"	72	"17181114"	30/11/2016 00:00:00	"07798154682762"
